Date&Time,Date,Time,entry_id,temp,hum,lux
2024-07-06 10:54:39,2024-07-06,10:54:39,201310,30.2,60.1,2713.3
2024-07-06 10:55:40,2024-07-06,10:55:40,201311,30.2,60.1,2577.5
2024-07-06 10:56:41,2024-07-06,10:56:41,201312,30.2,60.0,2450.0
2024-07-06 10:57:42,2024-07-06,10:57:42,201313,30.2,60.0,2570.8
2024-07-06 10:58:44,2024-07-06,10:58:44,201314,30.3,60.0,2167.5
2024-07-06 10:59:45,2024-07-06,10:59:45,201315,30.2,60.0,2775.0
2024-07-06 11:00:46,2024-07-06,11:00:46,201316,30.3,59.9,3282.5
2024-07-06 11:01:47,2024-07-06,11:01:47,201317,30.3,59.9,2628.3
2024-07-06 11:02:48,2024-07-06,11:02:48,201318,30.3,59.9,2032.5
2024-07-06 11:03:49,2024-07-06,11:03:49,201319,30.3,59.9,1754.2
2024-07-06 11:04:50,2024-07-06,11:04:50,201320,30.3,59.9,1922.5
2024-07-06 11:05:51,2024-07-06,11:05:51,201321,30.3,59.9,1690.0
2024-07-06 11:06:53,2024-07-06,11:06:53,201322,30.3,59.9,1418.3
2024-07-06 11:07:54,2024-07-06,11:07:54,201323,30.3,60.0,1348.3
2024-07-06 11:08:55,2024-07-06,11:08:55,201324,30.3,60.0,1319.2
2024-07-06 11:09:56,2024-07-06,11:09:56,201325,30.3,60.0,1275.0
2024-07-06 11:10:57,2024-07-06,11:10:57,201326,30.3,60.0,1245.8
2024-07-06 11:11:58,2024-07-06,11:11:58,201327,30.3,60.0,1223.3
2024-07-06 11:12:59,2024-07-06,11:12:59,201328,30.3,60.0,1216.7
2024-07-06 11:14:00,2024-07-06,11:14:00,201329,30.3,60.1,1212.5
2024-07-06 11:15:01,2024-07-06,11:15:01,201330,30.3,60.1,1252.5
2024-07-06 11:16:03,2024-07-06,11:16:03,201331,30.2,60.1,1255.0
2024-07-06 11:17:04,2024-07-06,11:17:04,201332,30.3,60.1,1265.0
2024-07-06 11:18:05,2024-07-06,11:18:05,201333,30.3,60.1,1294.2
2024-07-06 11:19:06,2024-07-06,11:19:06,201334,30.3,60.1,1352.5
2024-07-06 11:20:07,2024-07-06,11:20:07,201335,30.3,60.1,1399.2
2024-07-06 11:21:08,2024-07-06,11:21:08,201336,30.3,60.1,1265.8
2024-07-06 11:22:09,2024-07-06,11:22:09,201337,30.3,60.1,1233.3
2024-07-06 11:23:10,2024-07-06,11:23:10,201338,30.3,60.1,1435.8
2024-07-06 11:24:11,2024-07-06,11:24:11,201339,30.3,60.1,1415.0
2024-07-06 11:25:12,2024-07-06,11:25:12,201340,30.3,60.1,1272.5
2024-07-06 11:26:14,2024-07-06,11:26:14,201341,30.3,60.1,1168.3
2024-07-06 11:27:15,2024-07-06,11:27:15,201342,30.3,60.1,1221.7
2024-07-06 11:28:16,2024-07-06,11:28:16,201343,30.3,60.0,1190.0
2024-07-06 11:29:17,2024-07-06,11:29:17,201344,30.3,60.0,1256.7
2024-07-06 11:30:18,2024-07-06,11:30:18,201345,30.3,60.0,1350.0
2024-07-06 11:31:19,2024-07-06,11:31:19,201346,30.3,60.0,1640.0
2024-07-06 11:32:20,2024-07-06,11:32:20,201347,30.3,60.0,1552.5
2024-07-06 11:33:22,2024-07-06,11:33:22,201348,30.3,60.0,1682.5
2024-07-06 11:34:23,2024-07-06,11:34:23,201349,30.3,60.0,2706.7
2024-07-06 11:35:24,2024-07-06,11:35:24,201350,30.3,59.9,1705.0
2024-07-06 11:36:27,2024-07-06,11:36:27,201351,30.3,59.9,1648.3
2024-07-06 11:37:28,2024-07-06,11:37:28,201352,30.3,59.8,1591.7
2024-07-06 11:38:30,2024-07-06,11:38:30,201353,30.3,59.8,1271.7
2024-07-06 11:39:31,2024-07-06,11:39:31,201354,30.3,59.8,1372.5
2024-07-06 11:40:32,2024-07-06,11:40:32,201355,30.3,59.8,1218.3
2024-07-06 11:41:33,2024-07-06,11:41:33,201356,30.3,59.8,1215.8
2024-07-06 11:42:34,2024-07-06,11:42:34,201357,30.3,59.8,1436.7
2024-07-06 11:43:35,2024-07-06,11:43:35,201358,30.3,59.8,1875.0
2024-07-06 11:44:36,2024-07-06,11:44:36,201359,30.3,59.8,1214.2
2024-07-06 11:45:37,2024-07-06,11:45:37,201360,30.3,59.8,1447.5
2024-07-06 11:46:38,2024-07-06,11:46:38,201361,30.3,59.8,1115.8
2024-07-06 11:47:42,2024-07-06,11:47:42,201362,30.3,59.8,1048.3
2024-07-06 11:48:43,2024-07-06,11:48:43,201363,30.3,59.8,1027.5
2024-07-06 11:49:44,2024-07-06,11:49:44,201364,30.3,59.8,1004.2
2024-07-06 11:50:45,2024-07-06,11:50:45,201365,30.3,59.9,899.2
2024-07-06 11:51:46,2024-07-06,11:51:46,201366,30.3,59.9,1004.2
2024-07-06 11:52:48,2024-07-06,11:52:48,201367,30.3,59.9,1104.2
2024-07-06 11:53:49,2024-07-06,11:53:49,201368,30.3,59.9,966.7
2024-07-06 11:54:50,2024-07-06,11:54:50,201369,30.3,59.9,902.5
2024-07-06 11:55:51,2024-07-06,11:55:51,201370,30.3,59.9,957.5
2024-07-06 11:56:54,2024-07-06,11:56:54,201371,30.3,59.9,1095.8
2024-07-06 11:57:56,2024-07-06,11:57:56,201372,30.3,59.9,1191.7
2024-07-06 11:58:57,2024-07-06,11:58:57,201373,30.3,59.3,1154.2
2024-07-06 11:59:58,2024-07-06,11:59:58,201374,30.3,58.5,1131.7
2024-07-06 12:00:59,2024-07-06,12:00:59,201375,30.2,57.5,1136.7
2024-07-06 12:02:00,2024-07-06,12:02:00,201376,30.1,57.2,1249.2
2024-07-06 12:03:01,2024-07-06,12:03:01,201377,30.1,57.2,1300.8
2024-07-06 12:04:02,2024-07-06,12:04:02,201378,30.0,57.3,1531.7
2024-07-06 12:05:03,2024-07-06,12:05:03,201379,30.0,57.3,1656.7
2024-07-06 12:06:05,2024-07-06,12:06:05,201380,30.0,57.4,1496.7
2024-07-06 12:07:06,2024-07-06,12:07:06,201381,30.0,57.4,1264.2
2024-07-06 12:08:07,2024-07-06,12:08:07,201382,30.0,57.4,1319.2
2024-07-06 12:09:08,2024-07-06,12:09:08,201383,30.0,57.5,1320.8
2024-07-06 12:10:11,2024-07-06,12:10:11,201384,30.0,57.6,1295.0
2024-07-06 12:11:15,2024-07-06,12:11:15,201385,30.0,57.7,1393.3
2024-07-06 12:12:16,2024-07-06,12:12:16,201386,30.1,57.7,1390.0
2024-07-06 12:13:17,2024-07-06,12:13:17,201387,30.1,57.8,1362.5
2024-07-06 12:14:18,2024-07-06,12:14:18,201388,30.1,57.8,1517.5
2024-07-06 12:15:19,2024-07-06,12:15:19,201389,30.1,58.0,1252.5
2024-07-06 12:16:21,2024-07-06,12:16:21,201390,30.1,58.0,1437.5
2024-07-06 12:17:22,2024-07-06,12:17:22,201391,30.1,58.0,1315.0
2024-07-06 12:18:23,2024-07-06,12:18:23,201392,30.1,58.1,1169.2
2024-07-06 12:19:24,2024-07-06,12:19:24,201393,30.1,58.2,1080.8
2024-07-06 12:20:25,2024-07-06,12:20:25,201394,30.1,58.3,1144.2
2024-07-06 12:21:26,2024-07-06,12:21:26,201395,30.1,58.4,1854.2
2024-07-06 12:22:27,2024-07-06,12:22:27,201396,30.2,58.4,1678.3
2024-07-06 12:23:29,2024-07-06,12:23:29,201397,30.2,58.4,1945.8
2024-07-06 12:24:30,2024-07-06,12:24:30,201398,30.2,58.4,1775.8
2024-07-06 12:25:31,2024-07-06,12:25:31,201399,30.3,58.5,2241.7
2024-07-06 12:26:34,2024-07-06,12:26:34,201400,30.3,58.5,2463.3
2024-07-06 12:27:35,2024-07-06,12:27:35,201401,30.3,58.5,2147.5
2024-07-06 12:28:36,2024-07-06,12:28:36,201402,30.3,58.5,2156.7
2024-07-06 12:29:38,2024-07-06,12:29:38,201403,30.3,58.6,2139.2
2024-07-06 12:30:39,2024-07-06,12:30:39,201404,30.3,58.6,2280.0
2024-07-06 12:31:40,2024-07-06,12:31:40,201405,30.4,58.7,2379.2
2024-07-06 12:32:41,2024-07-06,12:32:41,201406,30.4,58.6,2334.2
2024-07-06 12:33:42,2024-07-06,12:33:42,201407,30.4,58.6,2385.0
2024-07-06 12:34:43,2024-07-06,12:34:43,201408,30.5,58.7,2465.8
2024-07-06 12:35:44,2024-07-06,12:35:44,201409,30.5,58.7,2430.0
2024-07-06 12:36:45,2024-07-06,12:36:45,201410,30.5,58.7,2450.0
2024-07-06 12:37:46,2024-07-06,12:37:46,201411,30.5,58.7,2180.0
2024-07-06 12:38:47,2024-07-06,12:38:47,201412,30.5,58.7,2095.0
2024-07-06 12:39:51,2024-07-06,12:39:51,201413,30.5,58.8,1971.7
2024-07-06 12:40:54,2024-07-06,12:40:54,201414,30.5,58.8,1925.0
2024-07-06 12:41:56,2024-07-06,12:41:56,201415,30.6,58.8,1765.8
2024-07-06 12:42:57,2024-07-06,12:42:57,201416,30.6,58.8,1692.5
2024-07-06 12:43:58,2024-07-06,12:43:58,201417,30.6,58.9,1497.5
2024-07-06 12:44:59,2024-07-06,12:44:59,201418,30.6,58.9,1363.3
2024-07-06 12:46:00,2024-07-06,12:46:00,201419,30.6,58.9,1425.0
2024-07-06 12:47:01,2024-07-06,12:47:01,201420,30.6,59.0,1390.8
2024-07-06 12:48:02,2024-07-06,12:48:02,201421,30.6,59.0,1293.3
2024-07-06 12:49:03,2024-07-06,12:49:03,201422,30.6,59.0,1404.2
2024-07-06 12:50:05,2024-07-06,12:50:05,201423,30.6,59.1,1370.8
2024-07-06 12:51:06,2024-07-06,12:51:06,201424,30.6,59.1,1383.3
2024-07-06 12:52:07,2024-07-06,12:52:07,201425,30.6,59.1,1401.7
2024-07-06 12:53:08,2024-07-06,12:53:08,201426,30.6,59.2,1473.3
2024-07-06 12:54:12,2024-07-06,12:54:12,201427,30.6,59.2,1360.8
2024-07-06 12:55:13,2024-07-06,12:55:13,201428,30.6,59.2,1570.0
2024-07-06 12:56:14,2024-07-06,12:56:14,201429,30.6,59.3,1439.2
2024-07-06 12:57:15,2024-07-06,12:57:15,201430,30.6,59.3,1524.2
2024-07-06 12:58:16,2024-07-06,12:58:16,201431,30.7,59.3,1590.8
2024-07-06 12:59:19,2024-07-06,12:59:19,201432,30.7,59.3,1634.2
2024-07-06 13:00:23,2024-07-06,13:00:23,201433,30.7,59.3,2069.2
2024-07-06 13:01:26,2024-07-06,13:01:26,201434,30.7,59.2,2394.2
2024-07-06 13:02:30,2024-07-06,13:02:30,201435,30.7,59.2,2396.7
2024-07-06 13:03:31,2024-07-06,13:03:31,201436,30.7,59.2,2012.5
2024-07-06 13:04:32,2024-07-06,13:04:32,201437,30.7,59.2,2000.8
2024-07-06 13:05:33,2024-07-06,13:05:33,201438,30.7,59.2,2028.3
